sentence,sentence_id,cue_span,scope_span,target
"Structurally related divalent cations like cobalt, nickel, and mercury also partially increase monokine secretion but to a much lower and thus insignificant extent.",8980878,NaN,NaN,0
Cotransfection of a CD44 promoter-chloramphenicol acetyltransferase reporter construct with an egr-1 expression vector resulted in a 6.5- to 8.5-fold induction of transcriptional activity relative to an empty expression vector.,8628295,NaN,NaN,0
IL-8 secretion was accompanied by accumulation of IL-8 mRNA in the cytosol and by nuclear expression of a kappaB DNA binding activity within 30 minutes.,10233875,NaN,NaN,0
These results indicate that the BCL-6 protein can function as a sequence-specific transcriptional repressor and have implications for the role of BCL6 in normal lymphoid development and lymphomagenesis.,8692924,NaN,NaN,0
"DNA mobility shift assay revealed specific binding of nuclear protein ( s ) from LAM-, LPS-, or TNF-alpha- stimulated THP-1 cells to the NF-IL6 motifs.",7684503,NaN,NaN,0
Intron-exon organization and functional analysis of 5'-flanking region.,8106512,NaN,NaN,0
"Taken together, our data suggest that two interactive mechanisms regulate monocytic I kappa B alpha/MAD-3 mRNA levels.",7532282,NaN,NaN,0
Induction of nuclear factor kappa B/Rel nuclear activity in human peripheral blood T lymphocytes by anti-HLA class I monoclonal antibodies.,9243748,NaN,NaN,0
The NF-kappa B site at positions -206 to -195 of the IL-2 promoter was required but not sufficient for the Tat effect.,8207793/X873.7.1,"[(84, 87)]","[84, 117]",1
"Downregulation of LPS-induced AP-1 was accompanied, and thus possibly explained, by a reduced expression at mRNA level of the two major components of the AP-1 complex, namely c-fos and c-jun as determined by Northern experiments.",8709636,NaN,NaN,0
The formation of this complex also requires both AP-1 sites and correlates with maximal enhancer activity.,2116990,NaN,NaN,0
Reduction of tumour necrosis factor alpha expression and signalling in peripheral blood mononuclear cells from patients with thalassaemia or sickle cell anaemia upon treatment with desferrioxamine.,10089140,NaN,NaN,0
TPO induced tyrosine phosphorylation of the TPO receptor but not the erythropoietin (EPO) receptor.,9663467/X1170.7.1,"[(61, 64)]","[61, 98]",1
Replication of human immunodeficiency virus type-1 (HIV-1) is highly dependent on the state of activation of the infected cells and is modulated by interactions between viral and host cellular factors.,9765256,NaN,NaN,0
The GM-CSF locus may represent one of several target genes that are dysregulated in acute myeloid leukemia.,8809409,NaN,NaN,0
"By contrast, treatment of cells with pyrrolidine dithiocarbamate (PDTC) will only block LPS-induced NF-kappa B, but not the constitutive binding protein.",7998962/X837.7.1,"[(116, 119)]","[116, 152]",1
"Tat, a potent activator of HIV-1 gene expression, serves to greatly increase the rate of transcription directed by the viral promoter.",1505523,NaN,NaN,0
EBF and E47 collaborate to induce expression of the endogenous immunoglobulin surrogate light chain genes.,9252117,NaN,NaN,0
"In this report, we show that exposure of cells to hypoxia (0.02% O2) results in I kappa B alpha degradation, increased NF-kappa B DNA binding activity, and transactivation of a reporter gene construct containing two NF-kappa B DNA binding sites.",8137243,NaN,NaN,0
"From information available in the literature on the substrate specificity of the three enzymes, it is clear that a cysteine is not accepted in any of the S2, S1, S1', and S2' subsites of cathepsin B and L, and not in the S1 and S1' subsites of cathepsin D.",1718025/X71.5.1,"[(210, 213)]","[210, 255]",1
Overexpression of WT1 in some myeloid cell lines confers resistance to differentiation induction.,10378895,NaN,NaN,0
BACKGROUND .,7903907,NaN,NaN,0
These results suggest that Oct-2 participates in transcriptional regulation during T-cell activation.,1620122,NaN,NaN,0
The Ets protein Spi-B is expressed exclusively in B cells and T cells during development.,8691135,NaN,NaN,0
"The formation of this complex would increase, independently of an in synergy with NF-kappa B, the low basal activity of the HIV LTR observed in normal T lymphocytes.",7747447,NaN,NaN,0
Modulation of normal erythroid differentiation by the endogenous thyroid hormone and retinoic acid receptors: a possible target for v-erbA oncogene action.,1347914,NaN,NaN,0
"TRAMP, a novel apoptosis-mediating receptor with sequence homology to tumor necrosis factor receptor 1 and Fas(Apo-1/CD95).",9052839,NaN,NaN,0
"To examine the behavior of Bcl-2 in normal cells, T cell blasts were transiently transfected with Bcl-2 and related gene products to determine the effect on apoptotic signaling.",8892614,NaN,NaN,0
We find that HMG-I binds preferentially to the more 3' of a pair of GATA motifs in the gamma-globin promoter; this paired motif is bound by the erythroid factor GATA-1.,7575565,NaN,NaN,0
Sublethal levels of oxidative stress stimulate transcriptional activation of c-jun and suppress IL-2 promoter activation in Jurkat T cells.,8683110,NaN,NaN,0
"Comparison of KG1 to the PMA-unresponsive subline KG1a reveals differences in expression of TNF receptors 1 and 2; PKC isoforms alpha, beta I, beta II, and mu; and RelB, suggesting that these components/pathways are important for DC differentiation.",10092775,NaN,NaN,0
"Using transgenic mice, we show that this promoter does not confer any tissue specificity and is active only in a position-dependent manner.",1672442/X12.3.1,"[(55, 58)]","[55, 88]",1
With the antibodies Ki-67 and anti-p-145 an increased rate of nuclear and nucleolar staining resulted in cells from highly malignant lymphomas.,2033090,NaN,NaN,0
"Rather, EBV remains in a linear configuration from which replicative genes are transcribed.",7747440,NaN,NaN,0
"The increase in c-jun and EGR2, but not c-fos, mRNA was also abrogated by cytochalasin D.",2121746/X665.11.1,"[(36, 39)]","[36, 45]",1
"The phosphorylation appears to be related to the signaling events that are activated by TRAF2 under these circumstances, since two nonfunctional mutants were found to be phosphorylated significantly less than the wild-type protein.",10080948,NaN,NaN,0
"Treatment of a T-lymphocytic cell line with micromolar concentrations of HOCl promoted the appearance of transcription factor NF-kappaB (the heterodimer p50/p65) in the nucleus of the cells, even in the absence of de novo protein synthesis.",9032466/X973.4.1,"[(203, 210)]","[203, 239]",1
"Cellular activation by thrombin leads to the phosphorylation of multiple proteins, most of which are unidentified.",1763035,NaN,NaN,0
"However, IL-4-induced effects were clearly improved following JAK3 expression.",8986719,NaN,NaN,0
Tissue-specific regulation of the rabbit 15-lipoxygenase gene in erythroid cells by a transcriptional silencer.,7478994,NaN,NaN,0
A powerful enhancer has been mapped to an 18-bp DNA segment located 11 kb 5' to the human epsilon-globin gene within the dominant control or locus-activating region.,2116990,NaN,NaN,0
Sequencing of the genomic region between the exons 1 and 2 showed that the alternative 5'-end is a part of the intron.,7964483,NaN,NaN,0
"One of them, hT86, encoding a putative zinc finger protein was found to derepress beta-galactosidase activity in the Oct-2-harboring tester strain at the transcriptional level.",9115366,NaN,NaN,0
The serum response element (SRE) in the c-fos regulatory region participates in induction of transcription by various growth factors and by phorbol esters and subsequent squelching of transcription.,7523507,NaN,NaN,0
"A mAb, R24, that reacts specifically with a cell surface ganglioside (GD3) has been demonstrated to stimulate proliferation of T cells derived from human peripheral blood.",8283032,NaN,NaN,0
These results identify a potential role for IL-7 signaling pathways in transformation by v-Abl while demonstrating that a combination of IL-4 and IL-7 signaling cannot substitute for an active v-Abl kinase in transformed pre-B cells.,9794389/X1212.8.1,"[(161, 167)]","[161, 232]",1
"Expression of surface markers, intracytoplasmic content of cytokines cell cycle analysis after BrdU incorporation and DNA staining with propidium iodide were studied by flow cytometry.",9794238,NaN,NaN,0
"In the present report we show that in various transiently or stably transfected cell lines, X-ray irradiation up-regulates HIV-1 LTR transcription through the kappaB regulatory elements.",9874515,NaN,NaN,0
"This implicates E2F as a multifunctional target for proteins and enzymes, possibly, responsive to DNA damage through the negative effect of UDG on E2F-mediated transcriptional activity.",7534293,NaN,NaN,0
"Mutational analysis showed that optimal transcriptional activity required the GATA sequence at position -24, and gel-shift assays further showed that the GATA-2 transcription factor, but not GATA-1, bound to this region of the PECAM-1 promoter.",9028949/X966.8.1,"[(187, 190)]","[187, 197]",1
HMG-I binds to GATA motifs: implications for an HPFH syndrome.,7575565,NaN,NaN,0
Interaction of nuclear extracts from various cell lines and tissue with the MNP site leads to the formation of fast-migrating protein-DNA complexes with similar but distinct electrophoretic mobilities.,7760807,NaN,NaN,0
"Furthermore, CAT assays using mutated HIV long terminal repeat-CAT constructs and gel shift assays demonstrate that this activation is dependent on the NF-kappa B enhancer.",1680914,NaN,NaN,0
Two families of transcription factors that are required for normal hematopoiesis are c-Myb and Ets.,9233802,NaN,NaN,0
The treatment with anti-V3 loop monoclonal antibody (902 antibody) completely abolished the suppressive effect of V3-BH10.,9007200,NaN,NaN,0
"However, a hybrid receptor composed of the extracellular and transmembrane regions of the human type II interleukin-1 fused to the cytoplasmic domain of the human type I IL-1R was capable of transducing a signal across the membrane resulting in a pattern of gene activation identical to that mediated by the type I IL-1R.",8387521,NaN,NaN,0
Oct-1 has also been shown to repress interleukin 8 promoter activity.,10437913,NaN,NaN,0
"However, plasma membrane-proximal elements in these proinflammatory cytokine pathways are apparently not involved since dominant negative mutants of the TRAF2 and TRAF6 adaptors, which effectively block signaling through the cytoplasmic tails of the TNF-alpha and IL-1 receptors, respectively, do not inhibit Tax induction of NF-kappaB.",9710600/X1178.9.2,"[(101, 104)]","[101, 113]",1
Interleukin-12 expression in B cells by transformation with Epstein-Barr virus.,9837745,NaN,NaN,0
The IL-2Ralpha promoter containing the nuclear factor kappa B (NF-kappaB) site was transcriptionally induced by M. tuberculosis and this NF-kappaB site could confer inducibility to a heterologous herpes thymidine kinase (TK) promoter by M. tuberculosis.,10194184,NaN,NaN,0
Immunoelectron microscopy demonstrated the presence of intensely labelled structures likely to represent the GATA-1 foci seen by immunofluorescence.,8617207,NaN,NaN,0
NK cell activity did not increase in patients with HER-2/neu overexpression.,7903907/X303.11.1,"[(21, 24)]","[21, 75]",1
The region which induced these inductions was identified as being confined to 40 nucleotides 5' to the major transcriptional initiation site by testing a series of clones with truncated promoter of IRF-2.,8106512,NaN,NaN,0
We have studied the regulation of sialoadhesin expression in vitro and show that glucocorticoids (GC) induce sialoadhesin expression on freshly isolated rat macrophages and the rat macrophage cell line R2.,8816424,NaN,NaN,0
"Furthermore, the significance of the present study is that the T cells, not the antigen-presenting cells, are likely to be the limiting element in the T cell proliferative response to TG and other thyroid autoantigens.",1493370/X209.11.2,"[(72, 75)]","[72, 104]",1
"Expression of 1,25(OH)2D3 receptors on alveolar lymphocytes from patients with pulmonary granulomatous diseases.",1646583,NaN,NaN,0
"Pretreatment of cells with protein tyrosine kinase inhibitors and the dominant negative allele of c-Raf-1 (Raf 301) inhibited I kappa B alpha degradation, NF-kappa B binding, and transactivation of kappa B reporter constructs by hypoxia.",8137243,NaN,NaN,0
"Nasal T/NK-cell lymphomas can be further separated into those of natural killer (NK) cell lineage or of T-cell lineage, with differences in cellular phenotype, T-cell receptor (TcR) gene rearrangement and TcR transcript expression.",8903467,NaN,NaN,0
MEASUREMENTS : The binding capacity and affinity of the glucocorticoid receptors were measured with dexamethasone as ligand on lymphocytes.,1889142,NaN,NaN,0
Human interferon regulatory factor 2 gene .,8106512,NaN,NaN,0
"Whereas T cells from young subjects stimulated with cross-linked anti-CD3epsilon mAb OKT3 plus PMA or with the lectin PHA plus PMA demonstrated considerable increases in c-Fos protein expression, the expression of c-Fos but not c-Jun was markedly reduced in stimulated T cells from certain elderly subjects.",9015187/X963.4.1,"[(224, 227)]","[224, 233]",1
"However, no transcription deficiency has been demonstrated in either XP-B or XP-D.",9427533/X1141.5.1,"[(9, 11)]","[9, 81]",1
Transcription factor GATA-1 and erythroid development.,8424101,NaN,NaN,0
"We used an adenoviral technique of blocking NF-kappaB through overexpression of the inhibitory subunit IkappaBalpha, which has the advantage that it can be used in the diseased tissue itself, with >90% of the synovial macrophages, fibroblasts, and T cells infected.",10318942,NaN,NaN,0
"Studies presented here show that overall NF-kappa B signal transduction begins with a parallel series of stimuli-specific pathways through which cytokines (tumor necrosis factor alpha), oxidants (hydrogen peroxide and mitomycin C), and phorbol ester (phorbol 12-myristate 13-acetate) individually initiate signaling.",7526398,NaN,NaN,0
"Our results indicate that the AP-1 site at -150 bp represents a major, if not the only, site of PKC responsiveness in the IL-2 promoter.",1740667,NaN,NaN,0
Increased natural killer cell activity correlates with low or negative expression of the HER-2/neu oncogene in patients with breast cancer.,7903907,NaN,NaN,0
BACKGROUND .,8508358,NaN,NaN,0
We now report the characterization of a second essential positive regulatory element located between nucleotides -137 and -64 that binds Elf-1 and HMG-I(Y).,7862168,NaN,NaN,0
RESULTS: Administration of the antisense oligonucleotide blocked the production of human interleukin 1beta and interleukin 8 by intestinal epithelial cells and inhibited neutrophil influx into the E. histolytica-infected intestinal xenografts.,9834272,NaN,NaN,0
Copyright 1999 Academic Press.,10087185,NaN,NaN,0
"Gel retardation assays, using a 32P-probe containing the HIV-1 NF-kB probe and nuclear extracts from PMA-treated cells, showed significantly reduced induction of nuclear NF-kB binding proteins in these two subclones compared with wild type CEM and a control subclone.",1351090,NaN,NaN,0
"In this study, we investigated the effect of ER alpha (referred to throughout as ER) on DNA-binding activities of transcription factors involved in regulating the expression of erythroid-specific genes, and, in particular, the histone H5 gene.",9428796,NaN,NaN,0
Bivalent cations such as Mg2+ and Zn2+ differentially affect their binding to oligonucleotides which contain the HIV-enhancer domain.,2302185,NaN,NaN,0
Trifluoromethylketones ameliorate chronic inflammation in vivo.,10225377,NaN,NaN,0
We have investigated the induction of these genes by macrophage-CSF (M-CSF) in human monocytes that do not proliferate in response to M-CSF but require the factor for optimal cell differentiation.,2144551/X670.3.1,"[(103, 106)]","[103, 139]",1
"Moreover, Sp1 and Egr-1 could form a complex with kinetics that correlated with the production of Egr-1 in Jurkat cells upon PMA stimulation.",9199305,NaN,NaN,0
The Epstein-Barr virus oncogene product latent membrane protein 1 engages the tumor necrosis factor receptor-associated death domain protein to mediate B lymphocyte growth transformation and activate NF-kappaB.,9356494,NaN,NaN,0
"Mutual regulation of the transcriptional activator NF-kappa B and its inhibitor, I kappa B-alpha.",8460169,NaN,NaN,0
"Furthermore, treatment of nuclear extracts from these cells that had restricted expression with lipopolysaccharide increased viral production and NF-kappa B activity.",1946356,NaN,NaN,0
A microtitre assay system for glucocorticoid receptors: decreased receptor concentration in myocardial infarction.,1411249,NaN,NaN,0
NF-kappa B activation correlated with the ability of CD40 to induce Ab secretion and the up-regulation of ICAM-1 and LFA-1.,9366415,NaN,NaN,0
We examined 33 patients with diabetes mellitus (Type I and Type II).,10064103,NaN,NaN,0
Transcriptional activation of the HIV enhancer was also subject to regulation by recently cloned I kappa B-alpha(MAD-3).,8441377,NaN,NaN,0
This protein is most similar to the 105-kDa precursor polypeptide of p50-NF-kappa B.,1531086,NaN,NaN,0
Initial signaling through the CD4 receptor played a major role in the sensitization of HIV-infected T cells to undergo apoptosis.,9733846,NaN,NaN,0
"To continue our investigation of the cellular events that occur following human CMV (HCMV) infection, we focused on the regulation of cellular activation following viral binding to human monocytes.",10202024,NaN,NaN,0
Our results showed that the same molecular mechanisms of proliferation cessation could exist in fibroblasts characterized by replicative senescence and in lymphocytes derived from individuals with premature aging syndromes (Down).,8212965,NaN,NaN,0
"We conclude that: (i) suppression of specific transcription factor functions can potentially serve as a marker of exposure to oxidative stress and its effects on human lymphocytes; (ii) lipid peroxidation is only detectable in human lymphocytes upon exposure to weak oxidative stress which does not induce catalase activity; (iii) therefore, transcription factor DNA-binding activities are more sensitive to oxidative stress than lipid peroxidation.",9649186/X1168.9.1,"[(295, 298)]","[295, 323]",1
CD40- or pervanadate-mediated I kappa B tyrosine phosphorylation was not detected.,9366415/X1124.11.1,"[(69, 72)]","[0, 81]",1
"These observations suggest that protein glycation in pancreatic beta cells, which occurs in vivo under chronic hyperglycemia, suppresses insulin gene transcription and thus can explain part of the beta cell glucose toxicity.",9011569,NaN,NaN,0
The human granulocyte-macrophage CSF (GM-CSF) gene is expressed in T cells in response to TCR activation that can be mimicked by treatment of the cells with PMA and Ca2+ ionophore.,7636192,NaN,NaN,0
"Prolonged poor glycemic control in non-insulin-dependent diabetes mellitus patients often leads to a decline in insulin secretion from pancreatic beta cells, accompanied by a decrease in the insulin content of the cells.",9011569,NaN,NaN,0
"Conversely, several cytokines modulate the levels of HIV expression in infected cells of both T lymphocytic and mononuclear phagocytic lineage.",7688596,NaN,NaN,0
"In addition, X-ray activation of HIV-1 LTR in transiently or stably transfected cell lines is inhibited by a potent antioxidant drug, pyrrolidine dithiocarbamate and by another drug, known for its role in the trapping of growth factors, suramin.",9874515,NaN,NaN,0
"In this study, transient cotransfection of several GPIX promoter/reporter constructs into 293T kidney fibroblasts with a Fli-1 expression vector shows that the oncogenic protein Fli-1 can transactivate the GPIX promoter when an intact GPIX Ets site is present.",10194443,NaN,NaN,0
"Finally, a direct interaction between RFX5 and CIITA was detected with the yeast two-hybrid and far-Western blot assays.",9177217,NaN,NaN,0
Engagement of the Lewis X antigen (CD15) results in monocyte activation.,8978306,NaN,NaN,0
It has been shown to possess anti-inflammatory activity in a variety of animal models and more recently to inhibit IL-2 induced signal transduction.,8707445,NaN,NaN,0
"Protein phosphorylation has an important role in the regulation of these two factors: (1) it induces the transactivating capacity of the AP-1 protein c-Jun; and (2) it is involved in the release of the cytoplasmic inhibitor, I kappa B, from NF-kappa B, allowing translocation of the latter into the nucleus.",7486667,NaN,NaN,0
HIV-1 expressing IkappaB-alphaS32/36A down-regulates viral expression and is highly attenuated in both Jurkat and peripheral blood mononuclear cells.,10364191,NaN,NaN,0
"To investigate the inhibitory mechanisms, we constructed a secreted-type placental alkaline phosphatase (PLAP) reporter gene whose transcription is controlled by a 1.4-kb human TNF-alpha promoter.",8622636,NaN,NaN,0
"To evaluate this possibility, we examined in vitro the effects of two types of antioxidant molecules in terms of inhibition of HIV replication in monocytes, one of the main reservoirs of HIV, and also in terms of modulation of the immune competence as measured by PBMC proliferation.",7915123,NaN,NaN,0
"The binding of 3H-PGG-Glucan to human leukocyte membranes was specific, concentration-dependent, saturable, and high affinity (Kd approximately 6 nM).",10102791,NaN,NaN,0
Recent reports demonstrated that ionizing radiation in the dose range of 2-50 Gy results in expression of NF-kappa B in human KG-1 myeloid leukemia cells and human B-lymphocyte precursor cells; the precise mechanism involved and the significance are not yet known.,8184011,NaN,NaN,0
"Surprisingly, the NF-kappa B and HLP-1 binding activities were substantially inhibited in acyclovir-treated cells.",8389940,NaN,NaN,0
"ZAP-70 tyrosine kinase, CD45, and T cell receptor involvement in UV- and H2O2-induced T cell signal transduction.",8051172,NaN,NaN,0
"We show that ATRA directly activates IRF-1 gene expression, followed by activation of IRF-2 and 2'-5' oligoadenylate synthetase (OAS) gene expression with slower kinetics.",8704165,NaN,NaN,0
"Activation of NF-kappa B in THP-1 cells by SP-A doses as low as 1 microgram/ml occurred within 30 min of SP-A treatment, peaked at 60 min, and then declined.",9277450,NaN,NaN,0
"In contrast, formation of the B1 complex, reflecting the binding of p75 and p85, critically depends upon the more 3' sequences of this enhancer element.",1768652,NaN,NaN,0
"The increase in IL-2 gene expression triggered by CD28 involves a kappa B-like sequence in the 5'-regulatory region of the IL-2 promoter, called CD28-responsive element.",8067997,NaN,NaN,0
"DNA sequence homology of E1A genes between different Ad groups (group A, Ad12; group C, Ad5) is limited almost entirely to three conserved regions located within the first exon of E1A.",7683316,NaN,NaN,0
"Remarkably, we observed that these samples displayed a persistent expression of the c-fos protooncogene, associated to an increased AP-1 DNA-binding activity, whereas no variations of CREB or NF-kB were detected.",8392437/X286.7.1,"[(167, 169)]","[167, 211]",1
IL-2 gene transcription is affected by several nuclear proteins.,8473495,NaN,NaN,0
"In contrast, expression of B cell-expressed genes that are not dependent on cell-specific controls is unaffected.",9372447/X1125.4.1,"[(59, 62)]","[59, 98]",1
Implications for replication of HIV-1.,7905504,NaN,NaN,0
"When cells were treated with IL-4 for 5 hours before LPS activation, both the c-fos and the c-jun mRNA expression was decreased.",8422459,NaN,NaN,0
A lymphoid cell-specific nuclear factor containing c-Rel-like proteins preferentially interacts with interleukin-6 kappa B-related motifs whose activities are repressed in lymphoid cells.,1372388,NaN,NaN,0
The available data suggest that the NF kappa B2 nucleoprotein complex may cooperate with DNA-bound STAT6 to achieve IL-4-dependent activation of the human IgE germline gene.,9317131,NaN,NaN,0
Here we present a review of the mechanism of retinoic acid receptor action and the major evidence showing that normal retinoid signaling is required for neutrophil maturation.,10480426,NaN,NaN,0
"The sequence between position -42 and -76 base pairs (bp) was required for efficient transcription in cells that express alpha 4, but it showed no activity in HeLa cells, which do not express alpha 4.",8195215/X871.5.2,"[(144, 146)]","[144, 199]",1
Oct-2 was found in CD4+ and CD8+ T cells prepared from human peripheral blood and in mouse lymph node T cells.,1620122,NaN,NaN,0
Activation of transcription factor NF-kappa B by phagocytic stimuli in human neutrophils.,9276471,NaN,NaN,0
"Accordingly, we studied the role of NF-kappaB in germline Cepsilon transcription by using two human Burkitt's lymphoma B cell lines, DND39 and DG75.",9440542,NaN,NaN,0
Such repressive function is similar to that seen in IRF-2 or ICSBP.,8657101,NaN,NaN,0
"The three regions concerned are: 1) a region between -73 and -36, which is the minimal element inducible by LPS or TNF-alpha; 2) an element located between -181 and -73, which appeared to regulate the response to IFN-gamma and TNF-alpha negatively; and 3) a distal element upstream of -224, which was inducible by IFN-gamma alone.",7499267,NaN,NaN,0
"Without NFAT nuclear translocation, the FasL gene is not transcribed.",10432288/X632.8.1,"[(53, 56)]","[36, 68]",1
To determine whether oxidative stress dependent NF-kappaB activation is evident in patients with diabetic nephropathy we used an Electrophoretic Mobility Shift Assay based semiquantitative detection system which enabled us to determine NF-kappaB activation in ex vivo isolated peripheral blood mononuclear cells.,10064103,NaN,NaN,0
Evidence for suppressed activity of the transcription factor NFAT1 at its proximal binding element P0 in the IL-4 promoter associated with enhanced IL-4 gene transcription in T cells of atopic patients.,10069428,NaN,NaN,0
Cellular mechanisms contributing to inadequate response to glucocorticoid therapy.,8282803,NaN,NaN,0
"In addition, we show that TNF-alpha is a potent costimulatory factor of the very immature CD34+Thy-1+ CB subset.",9328452,NaN,NaN,0
"Pyrrolidine dithiocarbamate, an inhibitor for NF-kappa B activation, markedly reduced PAF-stimulated kappa B binding activity as well as up-regulation of HB-EGF mRNA.",7713868,NaN,NaN,0
The CD19 protein is expressed on the surface of all B-lymphoid cells with the exception of terminally differentiated plasma cells and has been implicated as a signal-transducing receptor in the control of proliferation and differentiation.,1375324/X136.2.1,"[(69, 90)]","[69, 129]",1
The Epstein-Barr virus oncoprotein latent membrane protein 1 engages the tumor necrosis factor receptor-associated proteins TRADD and receptor-interacting protein (RIP) but does not induce apoptosis or require RIP for NF-kappaB activation.,10409763/X618.1.1,"[(178, 181)]","[178, 238]",1
The role of cellular redox status in both cytotoxic activity and NF-kappa B activation in natural killer (NK) cells was investigated.,9155655,NaN,NaN,0
Both constitutively active forms of CN and protein kinase C (PKC) synergistically activated transcription from the GM-CSF promoter.,8135780,NaN,NaN,0
We detected an association between the reduced mitogenic response and low expression of both interleukin-2 (IL-2) and the alpha chain (CD25) of the IL-2 receptor (IL-2R).,8392437,NaN,NaN,0
The cytoplasmic domain of the receptor for interleukin 10 (IL-10R) contains two box 3 sequence motifs that have been identified in the signal-transducing receptor subunits for IL-6-type cytokines and noted to be required for activating STAT3 and inducing transcription through IL-6-responsive elements.,8662928,NaN,NaN,0
"Interactions of a transcriptional activator in the env gene of the mouse mammary tumor virus with activation-dependent, T cell-specific transacting factors.",8621538,NaN,NaN,0
"In the adult bone marrow, we found expression of runt polypeptides in differentiating myeloid cells and in B lymphocytes.",9116279,NaN,NaN,0
A possible signaling role for the Syk tyrosine kinase.,7541794,NaN,NaN,0
This factor remained clustered in the cytosol and was translocated to the nuclei only after HIV1 infection.,1896644,NaN,NaN,0
"Interleukin 2 (IL-2) stimulates IL-2R alpha. transcription, thereby amplifying expression of its own high-affinity receptor.",8943338,NaN,NaN,0
The role of H2O2 and other reactive oxygen species (ROS) as an integratory secondary messenger for divergent T cell signals has been complicated by the fact that various T cell lines and peripheral blood T cells differ markedly in the levels of NF-kappaB activation induced by oxidant stress.,9680181,NaN,NaN,0
"Although GM-CSF does not appear to be essential for normal hemopoiesis, overexpression of GM-CSF has been implicated in the pathogenesis of some diseases such as myeloid leukemia and chronic inflammation.",8662666/X928.3.1,"[(21, 24)]","[9, 70]",1
"To our knowledge, this represents the first demonstration that phagocytic stimuli can induce NF-kappa B activation in human neutrophils.",9276471,NaN,NaN,0
"Although subtle gene movements within those defined topographical regions cannot be excluded by this study, the results indicate that tissue specificity of gene expression is not accompanied by drastic changes in gene nuclear topography, rather suggesting that gene organization within the nucleus may be primarily dependent on structural constraints imposed on the respective chromosomes.",9341877/X1110.5.3,"[(175, 178)]","[134, 236]",1
"In this report, we studied the role of SCL in the proliferation of human peripheral blood burst-forming unit-erythroid (BFU-E) and the effects of Steel factor on SCL expression in proliferating erythroid cells.",7524762,NaN,NaN,0
The requirement for TNF is further confirmed by the observation that the inability of the intermediate CD4(+) CD8(-) CD3(-) thymocytes to replicate the virus is associated with a defect in TNF production during their interaction with TEC and correlates with the absence of nuclear NF-kappaB activity in these freshly isolated thymocytes.,10438843/X636.6.1,"[(262, 269)]","[262, 336]",1
"We now demonstrate that nuclear expression of human c-Rel, which is induced by either phorbol ester or tumor necrosis factor alpha with delayed kinetics relative to p65, markedly represses p65-mediated activation of these transcription units.",8430069,NaN,NaN,0
The immunosuppressants cyclosporin A (CsA) and FK506 have been widely used to prevent and treat graft rejection after human organ and tissue transplantations.,8794888,NaN,NaN,0
"Although inhibition of IL-4-driven germline C epsilon transcription by NAC was not sufficient, the agent remarkably diminished anti-CD40 mAb-mediated up-regulation of germline C epsilon transcription.",8977531/X487.7.1,"[(79, 82)]","[79, 93]",1
"This hypothetical model integrates one mechanism of DNA repair with the cell cycle control of gene transcription, likely through E2F.",7534293,NaN,NaN,0
The ability to regulate AR gene transcription via the second messenger pathway is lost in the PC-3 and DU-145 cell lines.,8925904,NaN,NaN,0
These observations suggest that resynthesis of I kappa B alpha and removal of the stimulus are obligatory steps for the inactivation of nuclear NF kappa B.,9442373,NaN,NaN,0
"Human peripheral blood monocytes responded to stimulation of platelet-activating factor (PAF) with up-regulation of the transcript for heparin-binding epidermal growth factor-like growth factor (HB-EGF), a potent mitogen for vascular smooth muscle cells.",7713868,NaN,NaN,0
Five major DNase-I hypersensitive sites (HS) were mapped in the tal-1 locus.,7949138,NaN,NaN,0
"SLP-76 and Vav function in separate, but overlapping pathways to augment interleukin-2 promoter activity.",10347175,NaN,NaN,0
"4 . Because concomitant elevations in the peripheral levels of these substances may occur, experiments were performed to determine the T-cell inhibitory effects of DEX together with either PGE2 or ISO.",1334806,NaN,NaN,0
Constitutive expression of specific interferon isotypes in peripheral blood leukocytes from normal individuals and in promonocytic U937 cells.,8699118,NaN,NaN,0
BACKGROUND: Fibrin deposition and thrombosis have been implicated in both allograft rejection and vasculopathy after cardiac transplantation.,9416887,NaN,NaN,0
"Long-term inositol phosphate release, but not tyrosine kinase activity, correlates with IL-2 secretion and NF-AT induction in anti-CD3-activated peripheral human T lymphocytes.",8039243/X841.1.1,"[(42, 45)]","[42, 70]",1
We have now elucidated the mechanism by which CNI-1493 inhibits macrophage TNF synthesis and show here that it acts through suppression of TNF translation efficiency.,8632999,NaN,NaN,0
The MR-count was significantly decreased in the PIH-group.,8386933,NaN,NaN,0
"The three compartments are thought to be of common endodermal origin; in contrast to earlier hypotheses, which suggested that the endocrine compartment was of neuroectodermal origin.",9022666,NaN,NaN,0
"In this communication, we provide evidence that the pathway of induction in the macrophage cell line U937 is different from that in Jurkat cells.",7760807,NaN,NaN,0
Neutrophil maturation occurs in well defined morphological stages that correlate with the acquisition of molecular markers associated with neutrophil function.,10480426,NaN,NaN,0
Translocation (3;14)(q27;q11): a new variant translocation in a patient with non-Hodgkin 's lymphoma of B-cell type with BCL6 rearrangement.,8780747,NaN,NaN,0
"In DNA-protein binding studies, we detected the binding of transcription factors GABP alpha and -beta to a dyad symmetry element (DSE) of the distal enhancer, which is formed by palindromic binding sites of Ets-like factors.",9234696,NaN,NaN,0
"YM268, with and without insulin, increased the mRNA expression of glucose transporter isoforms such as GLUT1 and GLUT4, indicating enhancement of adipocyte differentiation.",9808320/X1220.5.1,"[(16, 23)]","[16, 31]",1
